utt_num,num,text,pronounce,monophone
BASIC5000_2231,2231,救急車は、けが人を、最寄りの病院に運んだ。,きゅーきゅーしゃわ、けがにんを、もよりのびょーいんにはこんだ,ky u: ky u: sh a w a sp k e g a n i N o sp m o y o r i n o by o: i N n i h a k o N d a
BASIC5000_2232,2232,靖国神社参拝に関しては、閣僚の自主的な判断に任せられている。,やすくにじんじゃさんぱいにかんしてわ、かくりょーのじしゅてきなはんだんにまかせられている,y a s u k u n i j i N j a s a N p a i n i k a N sh i t e w a sp k a k u ry o: n o j i sh u t e k i n a h a N d a N n i m a k a s e r a r e t e i r u
BASIC5000_2233,2233,志願者は、本人自身で申し込むことになっています。,しがんしゃわ、ほんにんじしんでもーしこむことになっています,sh i g a N sh a w a sp h o N n i N j i sh i N d e m o: sh i k o m u k o t o n i n a q t e i m a s u
BASIC5000_2234,2234,腹がたったら十数えよ、もっと腹がたったら、百数えよ。,はらがたったらじゅーかぞえよ、もっとはらがたったら、ひゃくかぞえよ,h a r a g a t a q t a r a j u: k a z o e y o sp m o q t o h a r a g a t a q t a r a sp hy a k u k a z o e y o
BASIC5000_2235,2235,行ってみると、ホテルは、外国人旅行客で、いっぱいだった。,いってみると、ほてるわ、がいこくじんりょこーきゃくで、いっぱいだった,i q t e m i r u t o sp h o t e r u w a sp g a i k o k u j i N ry o k o: ky a k u d e sp i q p a i d a q t a
BASIC5000_2236,2236,行く手を阻んだものは、高さ、１メートル足らずの、石壁でした。,ゆくてをはばんだものわ、たかさ、いちめーとるたらずの、いしかべでした,y u k u t e o h a b a N d a m o n o w a sp t a k a s a sp i ch i m e: t o r u t a r a z u n o sp i sh i k a b e d e sh i t a
BASIC5000_2237,2237,ごめん、君の言ったこと、よく聞こえなかった。,ごめん、きみのいったこと、よくきこえなかった,g o m e N sp k i m i n o i q t a k o t o sp y o k u k i k o e n a k a q t a
BASIC5000_2238,2238,行かないと言ったら行かないんだよ。,いかないといったらいかないんだよ,i k a n a i t o i q t a r a i k a n a i N d a y o
BASIC5000_2239,2239,腹の減った男の子たちは、食堂の方へ進んだ。,はらのへったおとこのこたちわ、しょくどーのほーえすすんだ,h a r a n o h e q t a o t o k o n o k o t a ch i w a sp sh o k u d o: n o h o: e s u s u N d a
BASIC5000_2240,2240,日没は、言葉では表現できないほど美しかった。,にちぼつわ、ことばでわひょーげんできないほどうつくしかった,n i ch i b o ts u w a sp k o t o b a d e w a hy o: g e N d e k i n a i h o d o u ts u k u sh i k a q t a
BASIC5000_2241,2241,熱気球に乗って飛んでみたいと、思いませんか。,ねつききゅーにのってとんでみたいと、おもいませんか,n e ts u k i ky u: n i n o q t e t o N d e m i t a i t o sp o m o i m a s e N k a
BASIC5000_2242,2242,享子の見えないところに、ブルーベリージャムを隠してね。,きょーこのみえないところに、ぶるーべりーじゃむをかくしてね,ky o: k o n o m i e n a i t o k o r o n i sp b u r u: b e r i: j a m u o k a k u sh i t e n e
BASIC5000_2243,2243,各ロボットには、通話機が取り付けられています。,かくろぼっとにわ、つーわきがとりつけられています,k a k u r o b o q t o n i w a sp ts u: w a k i g a t o r i ts u k e r a r e t e i m a s u
BASIC5000_2244,2244,行こうととどまろうと、あなたの自由だ。,いこーととどまろーと、あなたのじゆーだ,i k o: t o t o d o m a r o: t o sp a n a t a n o j i y u: d a
BASIC5000_2245,2245,行けども行けども、やはり、同じ場所をグルグル回っている気がしてならない。,いけどもいけども、やはり、おなじばしょをぐるぐるまわっているきがしてならない,i k e d o m o i k e d o m o sp y a h a r i sp o n a j i b a sh o o g u r u g u r u m a w a q t e i r u k i g a sh i t e n a r a n a i
BASIC5000_2246,2246,彼氏が、留置所に入って、１０日経ちました。,かれしが、りゅーちじょにはいって、とーかたちました,k a r e sh i g a sp ry u: ch i j o n i h a i q t e sp t o: k a t a ch i m a sh i t a
BASIC5000_2247,2247,業務を拡張して、食料品を少し売ることに決めた。,ぎょーむをかくちょーして、しょくりょーひんをすこしうることにきめた,gy o: m u o k a k u ch o: sh i t e sp sh o k u ry o: h i N o s u k o sh i u r u k o t o n i k i m e t a
BASIC5000_2248,2248,路面電車は、今では確かに時代遅れかもしれない。,ろめんでんしゃわ、いまでわたしかにじだいおくれかもしれない,r o m e N d e N sh a w a sp i m a d e w a t a sh i k a n i j i d a i o k u r e k a m o sh i r e n a i
BASIC5000_2249,2249,２、３の欠点を別にすれば、彼は信頼できるパートナーだ。,に、さんのけってんをべつにすれば、かれわしんらいできるぱーとなーだ,n i sp s a N n o k e q t e N o b e ts u n i s u r e b a sp k a r e w a sh i N r a i d e k i r u p a: t o n a: d a
BASIC5000_2250,2250,夕焼けがあると、翌日は晴れることが多い。,ゆーやけがあると、よくじつわはれることがおーい,y u: y a k e g a a r u t o sp y o k u j i ts u w a h a r e r u k o t o g a o: i
BASIC5000_2251,2251,窓ガラスが割れていたので、その部屋を、暖かくしておけなかった。,まどがらすがわれていたので、そのへやを、あたたかくしておけなかった,m a d o g a r a s u g a w a r e t e i t a n o d e sp s o n o h e y a o sp a t a t a k a k u sh i t e o k e n a k a q t a
BASIC5000_2252,2252,原則として、客車に駐車場がなくてはならないが、実際にはあり得ない。,げんそくとして、きゃくしゃにちゅーしゃじょーがなくてわならないが、じっさいにわありえない,g e N s o k u t o sh i t e sp ky a k u sh a n i ch u: sh a j o: g a n a k u t e w a n a r a n a i g a sp j i q s a i n i w a a r i e n a i
BASIC5000_2253,2253,ラーク先生がピアノを弾き、子供達が歌いました。,らーくせんせーがぴあのをひき、こどもたちがうたいました,r a: k u s e N s e: g a p i a n o o h i k i sp k o d o m o t a ch i g a u t a i m a sh i t a
BASIC5000_2254,2254,２５歳までに、彼女は五つの異なる国で暮らしてきた。,にじゅーごさいまでに、かのじょわ、いつつのことなるくにでくらしてきた,n i j u: g o s a i m a d e n i sp k a n o j o w a sp i ts u ts u n o k o t o n a r u k u n i d e k u r a sh i t e k i t a
BASIC5000_2255,2255,２２６便は、１０時３０分に離陸します。,にひゃくにじゅーろくびんわ、じゅーじさんじゅっぷんに、りりくします,n i hy a k u n i j u: r o k u b i N w a sp j u: j i s a N j u q p u N n i sp r i r i k u sh i m a s u
BASIC5000_2256,2256,歯並びをきちんと直していただきたいのですが。,はならびをきちんとなおしていただきたいのですが,h a n a r a b i o k i ch i N t o n a o sh i t e i t a d a k i t a i n o d e s u g a
BASIC5000_2257,2257,２０チームがトーナメントに出場した。,にじゅっちーむが、とーなめんとにしゅつじょーした,n i j u q ch i: m u g a sp t o: n a m e N t o n i sh u ts u j o: sh i t a
BASIC5000_2258,2258,２１２ー８３６ー１７２５に、指名電話をかけたいんだけど。,にーいちに、はちさんろく、いちななにーごーに、しめーでんわをかけたいんだけど,n i: i ch i n i sp h a ch i s a N r o k u sp i ch i n a n a n i: g o: n i sp sh i m e: d e N w a o k a k e t a i N d a k e d o
BASIC5000_2259,2259,腕のいい工芸師は、自分の作品に誇りを持っている。,うでのいーこーげーしわ、じぶんのさくひんにほこりをもっている,u d e n o i: k o: g e: sh i w a sp j i b u N n o s a k u h i N n i h o k o r i o m o q t e i r u
BASIC5000_2260,2260,主なクレジットカードは、全てご利用いただけます。,おもなくれじっとかーどわ、すべてごりよーいただけます,o m o n a k u r e j i q t o k a: d o w a sp s u b e t e g o r i y o: i t a d a k e m a s u
BASIC5000_2261,2261,子どもだったら、その状況が理解できなかっただろう。,こどもだったら、そのじょーきょーがりかいできなかっただろー,k o d o m o d a q t a r a sp s o n o j o: ky o: g a r i k a i d e k i n a k a q t a d a r o:
BASIC5000_2262,2262,僕疲れているし、それに試験が近づいているんだ。,ぼくつかれているし、それにしけんがちかずいているんだ,b o k u ts u k a r e t e i r u sh i sp s o r e n i sh i k e N g a ch i k a z u i t e i r u N d a
BASIC5000_2263,2263,火は消防士が到着する前に、隣の建物へ広がってしまった。,ひわしょーぼーしがとーちゃくするまえに、となりのたてものえひろがってしまった,h i w a sh o: b o: sh i g a t o: ch a k u s u r u m a e n i sp t o n a r i n o t a t e m o n o e h i r o g a q t e sh i m a q t a
BASIC5000_2264,2264,火の暖気で、彼女のほおが赤く染まった。,ひのだんきで、かのじょのほおがあかくそまった,h i n o d a N k i d e sp k a n o j o n o h o o g a a k a k u s o m a q t a
BASIC5000_2265,2265,由紀子ちゃんは、明日以降、火木金のシフトで出勤してくれればいいから。,ゆきこちゃんわ、あしたいこー、か、もく、きんのしふとでしゅっきんしてくれればいーから,y u k i k o ch a N w a sp a sh i t a i k o: sp k a sp m o k u sp k i N n o sh i f u t o d e sh u q k i N sh i t e k u r e r e b a i: k a r a
BASIC5000_2266,2266,全貌を理解すれば、人を理解する事が出来る。,ぜんぼーをりかいすれば、ひとをりかいすることができる,z e N b o: o r i k a i s u r e b a sp h i t o o r i k a i s u r u k o t o g a d e k i r u
BASIC5000_2267,2267,聡明な子供は、失敗しても、それを我慢することができる。,そーめーなこどもわ、しっぱいしても、それをがまんすることができる,s o: m e: n a k o d o m o w a sp sh i q p a i sh i t e m o sp s o r e o g a m a N s u r u k o t o g a d e k i r u
BASIC5000_2268,2268,谷氏は、学者というよりは、むしろジャーナリストだ。,たにしわ、がくしゃとゆーよりわ、むしろじゃーなりすとだ,t a n i sh i w a sp g a k u sh a t o y u: y o r i w a sp m u sh i r o j a: n a r i s u t o d a
BASIC5000_2269,2269,水道の蛇口が壊れていて使えなかった。,すいどーのじゃぐちがこわれていてつかえなかった,s u i d o: n o j a g u ch i g a k o w a r e t e i t e ts u k a e n a k a q t a
BASIC5000_2270,2270,残りの生涯は、自分の理想を追求していくと心に決めた。,のこりのしょーがいわ、じぶんのりそーをついきゅーしていくと、こころにきめた,n o k o r i n o sh o: g a i w a sp j i b u N n o r i s o: o ts u i ky u: sh i t e i k u t o sp k o k o r o n i k i m e t a
BASIC5000_2271,2271,人混みを出るまで、私にくっついていなさい。,ひとごみをでるまで、わたしにくっついていなさい,h i t o g o m i o d e r u m a d e sp w a t a sh i n i k u q ts u i t e i n a s a i
BASIC5000_2272,2272,今、フットボールの試合が行われている。,いま、ふっとぼーるのしあいがおこなわれている,i m a sp f u q t o b o: r u n o sh i a i g a o k o n a w a r e t e i r u
BASIC5000_2273,2273,火が、めらめらと隣家に燃え移っていた。,ひが、めらめらとりんかにもえうつっていた,h i g a sp m e r a m e r a t o r i N k a n i m o e u ts u q t e i t a
BASIC5000_2274,2274,今ドアから入って来る少女は、いつも遅刻してくる。,いまどあからはいってくるしょーじょわ、いつもちこくしてくる,i m a d o a k a r a h a i q t e k u r u sh o: j o w a sp i ts u m o ch i k o k u sh i t e k u r u
BASIC5000_2275,2275,連絡しなかったのは、特別なことが、何もなかったせいです。,れんらくしなかったのわ、とくべつなことが、なにもなかったせーです,r e N r a k u sh i n a k a q t a n o w a sp t o k u b e ts u n a k o t o g a sp n a n i m o n a k a q t a s e: d e s u
BASIC5000_2276,2276,錦あやなす木々で、山が染まっていた。,にしきあやなすきぎで、やまがそまっていた,n i sh i k i a y a n a s u k i g i d e sp y a m a g a s o m a q t e i t a
BASIC5000_2277,2277,子たる者、すべからく、親の命に従うべし。,こたるもの、すべからく、おやのめーにしたがうべし,k o t a r u m o n o sp s u b e k a r a k u sp o y a n o m e: n i sh i t a g a u b e sh i
BASIC5000_2278,2278,質問に対しては、親切に答えて下さった。,しつもんにたいしてわ、しんせつにこたえてくださった,sh i ts u m o N n i t a i sh i t e w a sp sh i N s e ts u n i k o t a e t e k u d a s a q t a
BASIC5000_2279,2279,女店員は、私に、たくさんのネクタイを見せてくれたが、その中で、好きなものは１本もなかった。,おんなてんいんわ、わたしに、たくさんのねくたいをみせてくれたが、そのなかで、すきなものわいっぽんもなかった,o N n a t e N i N w a sp w a t a sh i n i sp t a k u s a N n o n e k u t a i o m i s e t e k u r e t a g a sp s o n o n a k a d e sp s u k i n a m o n o w a i q p o N m o n a k a q t a
BASIC5000_2280,2280,破滅の門は広く、破滅への道は広し。,はめつのもんわひろく、はめつえのみちわひろし,h a m e ts u n o m o N w a h i r o k u sp h a m e ts u e n o m i ch i w a h i r o sh i
BASIC5000_2281,2281,俺には何のコネもないから、就職するのが大変だ。,おれにわなんのこねもないから、しゅーしょくするのがたいへんだ,o r e n i w a n a N n o k o n e m o n a i k a r a sp sh u: sh o k u s u r u n o g a t a i h e N d a
BASIC5000_2282,2282,観光客は、町中飲み歩いて、どんちゃん騒ぎをした。,かんこーきゃくわ、まちじゅーのみあるいて、どんちゃんさわぎをした,k a N k o: ky a k u w a sp m a ch i j u: n o m i a r u i t e sp d o N ch a N s a w a g i o sh i t a
BASIC5000_2283,2283,俺は、本当の自分を見付けるために、夜の中へ駆け出していた。,おれわ、ほんとーのじぶんをみつけるために、よるのなかえかけだしていた,o r e w a sp h o N t o: n o j i b u N o m i ts u k e r u t a m e n i sp y o r u n o n a k a e k a k e d a sh i t e i t a
BASIC5000_2284,2284,俺の心は揺れる、俺にはうってつけの場所。,おれのこころわゆれる、おれにわ、うってつけのばしょ,o r e n o k o k o r o w a y u r e r u sp o r e n i w a sp u q t e ts u k e n o b a sh o
BASIC5000_2285,2285,佐々木禎子さんは、１９５５年、１０月２５日に亡くなった。,ささきてーこさんわ、せんきゅーひゃくごじゅーごねん、じゅーがつにじゅーごにちになくなった,s a s a k i t e: k o s a N w a sp s e N ky u: hy a k u g o j u: g o n e N sp j u: g a ts u n i j u: g o n i ch i n i n a k u n a q t a
BASIC5000_2286,2286,被告人は、容疑のうち２つについては無罪となった。,ひこくにんわ、よーぎのうちふたつについてわ、むざいとなった,h i k o k u n i N w a sp y o: g i n o u ch i f u t a ts u n i ts u i t e w a sp m u z a i t o n a q t a
BASIC5000_2287,2287,俺たちは、小さなプレハブ小屋の中に荷物を置き、さっそく準備をする。,おれたちわ、ちーさなぷれはぶごやのなかににもつをおき、さっそくじゅんびをする,o r e t a ch i w a sp ch i: s a n a p u r e h a b u g o y a n o n a k a n i n i m o ts u o o k i sp s a q s o k u j u N b i o s u r u
BASIC5000_2288,2288,俺、この件に関して、ノータッチなんで。,おれ、このけんにかんして、のーたっちなんで,o r e sp k o n o k e N n i k a N sh i t e sp n o: t a q ch i n a N d e
BASIC5000_2289,2289,俺が気づいたとき、俺は車の中にいた。,おれがきずいたとき、おれわくるまのなかにいた,o r e g a k i z u i t a t o k i sp o r e w a k u r u m a n o n a k a n i i t a
BASIC5000_2290,2290,他人のことには口出ししないよう、彼に伝えてくれ。,たにんのことにわくちだししないよー、かれにつたえてくれ,t a n i N n o k o t o n i w a k u ch i d a sh i sh i n a i y o: sp k a r e n i ts u t a e t e k u r e
BASIC5000_2291,2291,避けなければならないもう一つのことは、過剰に、賛辞を使うことである。,さけなければならないもーひとつのことわ、かじょーに、さんじをつかうことである,s a k e n a k e r e b a n a r a n a i m o: h i t o ts u n o k o t o w a sp k a j o: n i sp s a N j i o ts u k a u k o t o d e a r u
BASIC5000_2292,2292,歩哨は、みんなに合い言葉を言わせた。,ほしょーわ、みんなにあいことばをいわせた,h o sh o: w a sp m i N n a n i a i k o t o b a o i w a s e t a
BASIC5000_2293,2293,拷問にかけられて、彼は犯してない罪を認めた。,ごーもんにかけられて、かれわおかしてないつみをみとめた,g o: m o N n i k a k e r a r e t e sp k a r e w a o k a sh i t e n a i ts u m i o m i t o m e t a
BASIC5000_2294,2294,共和国とは、王や王女でなく、大統領が長となる国家である。,きょーわこくとわ、おーやおーじょでなく、だいとーりょーがおさとなるこっかである,ky o: w a k o k u t o w a sp o: y a o: j o d e n a k u sp d a i t o: ry o: g a o s a t o n a r u k o q k a d e a r u
BASIC5000_2295,2295,総理大臣は、明日、声明を発表する予定です。,そーりだいじんわ、あした、せーめーをはっぴょーするよてーです,s o: r i d a i j i N w a sp a sh i t a sp s e: m e: o h a q py o: s u r u y o t e: d e s u
BASIC5000_2296,2296,お慈悲ですから、命ばかりはお助けを。,おじひですから、いのちばかりわおたすけを,o j i h i d e s u k a r a sp i n o ch i b a k a r i w a o t a s u k e o
BASIC5000_2297,2297,最終列車は、すでに出発してしまった。,さいしゅーれっしゃわ、すでにしゅっぱつしてしまった,s a i sh u: r e q sh a w a sp s u d e n i sh u q p a ts u sh i t e sh i m a q t a
BASIC5000_2298,2298,鍋にごま油を中火で熱し、にんにく、鶏肉を入れて炒め、色が変わったら、中華スープと白菜を入れて煮る。,なべにごまあぶらをちゅーびでねっし、にんにく、とりにくをいれて、いため、いろがかわったら、ちゅーかすーぷとはくさいをいれてにる,n a b e n i g o m a a b u r a o ch u: b i d e n e q sh i sp n i N n i k u sp t o r i n i k u o i r e t e sp i t a m e sp i r o g a k a w a q t a r a sp ch u: k a s u: p u t o h a k u s a i o i r e t e n i r u
BASIC5000_2299,2299,費用は別として、その橋を築くには、長い時間がかかるだろう。,ひよーわべつとして、そのはしをきずくにわ、ながいじかんがかかるだろー,h i y o: w a b e ts u t o sh i t e sp s o n o h a sh i o k i z u k u n i w a sp n a g a i j i k a N g a k a k a r u d a r o:
BASIC5000_2300,2300,新工場の建設用地は、まだ未定である。,しんこーじょーのけんせつよーちわ、まだみてーである,sh i N k o: j o: n o k e N s e ts u y o: ch i w a sp m a d a m i t e: d e a r u
BASIC5000_2301,2301,ご注文を受け取り次第、製品を、貴社にお送りします。,ごちゅーもんをうけとりしだい、せーひんを、きしゃにおーくりします,g o ch u: m o N o u k e t o r i sh i d a i sp s e: h i N o sp k i sh a n i o: k u r i sh i m a s u
BASIC5000_2302,2302,誕生日には、新しい自転車をあげよう。,たんじょーびにわ、あたらしーじてんしゃをあげよー,t a N j o: b i n i w a sp a t a r a sh i: j i t e N sh a o a g e y o:
BASIC5000_2303,2303,真夜中の太陽は、幻想的な自然現象の一つだ。,まよなかのたいよーわ、げんそーてきなしぜんげんしょーのひとつだ,m a y o n a k a n o t a i y o: w a sp g e N s o: t e k i n a sh i z e N g e N sh o: n o h i t o ts u d a
BASIC5000_2304,2304,料理と言うことになれば、君は、メアリーにはかなわない。,りょーりとゆーことになれば、きみわ、めありーにわかなわない,ry o: r i t o y u: k o t o n i n a r e b a sp k i m i w a sp m e a r i: n i w a k a n a w a n a i
BASIC5000_2305,2305,志望者全員が、試験に合格できるわけではない。,しぼーしゃぜんいんが、しけんにごーかくできるわけでわない,sh i b o: sh a z e N i N g a sp sh i k e N n i g o: k a k u d e k i r u w a k e d e w a n a i
BASIC5000_2306,2306,真夏に働くというのは、あまり気分がよくないね。,まなつにはたらくとゆーのわ、あまりきぶんがよくないね,m a n a ts u n i h a t a r a k u t o y u: n o w a sp a m a r i k i b u N g a y o k u n a i n e
BASIC5000_2307,2307,支配人は、彼といっしょに飛行場に行ったらどうかと言った。,しはいにんわ、かれといっしょにひこーじょーにいったらどーかといった,sh i h a i n i N w a sp k a r e t o i q sh o n i h i k o: j o: n i i q t a r a d o: k a t o i q t a
BASIC5000_2308,2308,数回の爆発の衝撃は、何マイルにもわたって感じられた。,すーかいのばくはつのしょーげきわ、なんまいるにもわたってかんじられた,s u: k a i n o b a k u h a ts u n o sh o: g e k i w a sp n a N m a i r u n i m o w a t a q t e k a N j i r a r e t a
BASIC5000_2309,2309,労苦と心配で、彼の健康は、そこなわれることになった。,ろーくとしんぱいで、かれのけんこーわ、そこなわれることになった,r o: k u t o sh i N p a i d e sp k a r e n o k e N k o: w a sp s o k o n a w a r e r u k o t o n i n a q t a
BASIC5000_2310,2310,極端に言うと、彼は、自己のテーゼに完全に自信を持っているものが発揮できる、虚心坦懐さで書いてはいないのである。,きょくたんにゆーと、かれわ、じこのてーぜにかんぜんにじしんをもっているものがはっきできる、きょしんたんかいさでかいてわいないのである,ky o k u t a N n i y u: t o sp k a r e w a sp j i k o n o t e: z e n i k a N z e N n i j i sh i N o m o q t e i r u m o n o g a h a q k i d e k i r u sp ky o sh i N t a N k a i s a d e k a i t e w a i n a i n o d e a r u
BASIC5000_2311,2311,肉眼ではほとんど見えない星もある。,にくがんでわほとんどみえないほしもある,n i k u g a N d e w a h o t o N d o m i e n a i h o sh i m o a r u
BASIC5000_2312,2312,運の良いことに、私には話しかけることができるあなたがいるのよ。,うんのいーことに、わたしにわはなしかけることができるあなたがいるのよ,u N n o i: k o t o n i sp w a t a sh i n i w a h a n a sh i k a k e r u k o t o g a d e k i r u a n a t a g a i r u n o y o
BASIC5000_2313,2313,適切な語がないかと、あらゆる辞書を調べた。,てきせつなごがないかと、あらゆるじしょをしらべた,t e k i s e ts u n a g o g a n a i k a t o sp a r a y u r u j i sh o o sh i r a b e t a
BASIC5000_2314,2314,私立探偵たちが、その変わった事件を調査するために雇われた。,しりつたんてーたちが、その、かわったじけんをちょーさするためにやとわれた,sh i r i ts u t a N t e: t a ch i g a sp s o n o sp k a w a q t a j i k e N o ch o: s a s u r u t a m e n i y a t o w a r e t a
BASIC5000_2315,2315,早まって喜ぶな、最後に笑える者が勝ち。,はやまってよろこぶな、さいごにわらえるものがかち,h a y a m a q t e y o r o k o b u n a sp s a i g o n i w a r a e r u m o n o g a k a ch i
BASIC5000_2316,2316,運べるだけの箱をすべて、もって来てください。,はこべるだけのはこをすべて、もってきてください,h a k o b e r u d a k e n o h a k o o s u b e t e sp m o q t e k i t e k u d a s a i
BASIC5000_2317,2317,運ばれた人たちの中に、彼は入っていた。,はこばれたひとたちのなかに、かれわはいっていた,h a k o b a r e t a h i t o t a ch i n o n a k a n i sp k a r e w a h a i q t e i t a
BASIC5000_2318,2318,秋には、いくつかの台風が、日本を襲う。,あきにわ、いくつかのたいふーが、にっぽんをおそう,a k i n i w a sp i k u ts u k a n o t a i f u: g a sp n i q p o N o o s o u
BASIC5000_2319,2319,秋は、私達が勉強するのに、いちばんよい季節です。,あきわ、わたしたちがべんきょーするのに、いちばんよいきせつです,a k i w a sp w a t a sh i t a ch i g a b e N ky o: s u r u n o n i sp i ch i b a N y o i k i s e ts u d e s u
BASIC5000_2320,2320,秋の夜長は、読書にまさるものはありません。,あきのよながわ、どくしょにまさるものわありません,a k i n o y o n a g a w a sp d o k u sh o n i m a s a r u m o n o w a a r i m a s e N
BASIC5000_2321,2321,豪雨のために、野菜の値段が急激に上がった。,ごーうのために、やさいのねだんがきゅーげきにあがった,g o: u n o t a m e n i sp y a s a i n o n e d a N g a ky u: g e k i n i a g a q t a
BASIC5000_2322,2322,豪雪のおかげで、その列車は、３時間遅れた。,ごーせつのおかげで、そのれっしゃわ、さんじかんおくれた,g o: s e ts u n o o k a g e d e sp s o n o r e q sh a w a sp s a N j i k a N o k u r e t a
BASIC5000_2323,2323,御家族の方に、よろしくお伝え下さい。,ごかぞくのかたに、よろしくおつたえください,g o k a z o k u n o k a t a n i sp y o r o sh i k u o ts u t a e k u d a s a i
BASIC5000_2324,2324,歳入は増えているが、経費の増加には追いつかない。,さいにゅーわふえているが、けーひのぞーかにわ、おいつかない,s a i ny u: w a f u e t e i r u g a sp k e: h i n o z o: k a n i w a sp o i ts u k a n a i
BASIC5000_2325,2325,秋が勉強に、最もよい季節なのは、言うまでもない。,あきがべんきょーに、もっともよいきせつなのわ、ゆーまでもない,a k i g a b e N ky o: n i sp m o q t o m o y o i k i s e ts u n a n o w a sp y u: m a d e m o n a i
BASIC5000_2326,2326,早く歩くことはできないが、長く歩くことはできる。,はやくあるくことわできないが、ながくあるくことわできる,h a y a k u a r u k u k o t o w a d e k i n a i g a sp n a g a k u a r u k u k o t o w a d e k i r u
BASIC5000_2327,2327,一日や、一年の長さはほとんど変わらない。,いちにちや、いちねんのながさわほとんどかわらない,i ch i n i ch i y a sp i ch i n e N n o n a g a s a w a h o t o N d o k a w a r a n a i
BASIC5000_2328,2328,歴史的論点は、ダーウィニズムが、３つの進展段階を得ているということで、要約できよう。,れきしてきろんてんわ、だーうぃにずむが、みっつのしんてんだんかいをえているとゆーことで、よーやくできよー,r e k i sh i t e k i r o N t e N w a sp d a: w i n i z u m u g a sp m i q ts u n o sh i N t e N d a N k a i o e t e i r u t o y u: k o t o d e sp y o: y a k u d e k i y o:
BASIC5000_2329,2329,新校舎は、来春までには完成の予定である。,しんこーしゃわ、らいしゅんまでにわかんせーのよてーである,sh i N k o: sh a w a sp r a i sh u N m a d e n i w a k a N s e: n o y o t e: d e a r u
BASIC5000_2330,2330,西洋わさびを、ローストビーフ、サンドイッチにつけると、美味しい。,せいよーわさびを、ろーすとびーふ、さんどいっちにつけると、おいしー,s e i y o: w a s a b i o sp r o: s u t o b i: f u sp s a N d o i q ch i n i ts u k e r u t o sp o i sh i:
BASIC5000_2331,2331,魚釣りは、最も人気のある趣味の一つである。,さかなつりわ、もっともにんきのあるしゅみのひとつである,s a k a n a ts u r i w a sp m o q t o m o n i N k i n o a r u sh u m i n o h i t o ts u d e a r u
BASIC5000_2332,2332,５時までにもどるなら行ってもいいよ。,ごじまでにもどるならいってもいーよ,g o j i m a d e n i m o d o r u n a r a i q t e m o i: y o
BASIC5000_2333,2333,軍の規律は厳格だから、あなたはそっちの世界には向いていない。,ぐんのきりつわげんかくだから、あなたわそっちのせかいにわむいていない,g u N n o k i r i ts u w a g e N k a k u d a k a r a sp a n a t a w a s o q ch i n o s e k a i n i w a m u i t e i n a i
BASIC5000_2334,2334,軍は、その町から兵を引いて、敵に明け渡した。,ぐんわ、そのまちからへーをひーて、てきにあけわたした,g u N w a sp s o n o m a ch i k a r a h e: o h i: t e sp t e k i n i a k e w a t a sh i t a
BASIC5000_2335,2335,溶岩を、地理学的に説明してくれませんか。,よーがんを、ちりがくてきにせつめーしてくれませんか,y o: g a N o sp ch i r i g a k u t e k i n i s e ts u m e: sh i t e k u r e m a s e N k a
BASIC5000_2336,2336,お助けいただいて、本当にありがとうございます。,おたすけいただいて、ほんとーにありがとーございます,o t a s u k e i t a d a i t e sp h o N t o: n i a r i g a t o: g o z a i m a s u
BASIC5000_2337,2337,法廷弁護士達は、マフィアのボスの用いる黙秘戦術をかわすことができなかった。,ほーてーべんごしたちわ、まふぃあのぼすのもちーるもくひせんじゅつをかわすことができなかった,h o: t e: b e N g o sh i t a ch i w a sp m a f i a n o b o s u n o m o ch i: r u m o k u h i s e N j u ts u o k a w a s u k o t o g a d e k i n a k a q t a
BASIC5000_2338,2338,歯列の矯正を、お願いしたいのですが。,しれつのきょーせーを、おねがいしたいのですが,sh i r e ts u n o ky o: s e: o sp o n e g a i sh i t a i n o d e s u g a
BASIC5000_2339,2339,一族が苦労して積み上げてきたものを、お前は一瞬で、反故にするつもりか。,いちぞくがくろーしてつみあげてきたものを、おまえわ、いっしゅんで、ほごにするつもりか,i ch i z o k u g a k u r o: sh i t e ts u m i a g e t e k i t a m o n o o sp o m a e w a sp i q sh u N d e sp h o g o n i s u r u ts u m o r i k a
BASIC5000_2340,2340,整えられた長机、いくつかのパイプ椅子、壁の掲示板にはカレンダーと、プリント数枚が張られている。,ととのえられたながつくえ、いくつかのぱいぷいす、かべのけーじばんにわかれんだーと、ぷりんとすーまいがはられている,t o t o n o e r a r e t a n a g a ts u k u e sp i k u ts u k a n o p a i p u i s u sp k a b e n o k e: j i b a N n i w a k a r e N d a: t o sp p u r i N t o s u: m a i g a h a r a r e t e i r u
BASIC5000_2341,2341,炭素排出量の変動が、以下のグラフに描かれている。,たんそはいしゅつりょーのへんどーが、いかのぐらふにかかれている,t a N s o h a i sh u ts u ry o: n o h e N d o: g a sp i k a n o g u r a f u n i k a k a r e t e i r u
BASIC5000_2342,2342,通い妻とは名前の通り、妻が夫の元に通う、結婚形態の事である。,かよいずまとわなまえのとーり、つまが、おっとのもとにかよう、けっこんけーたいのことである,k a y o i z u m a t o w a n a m a e n o t o: r i sp ts u m a g a sp o q t o n o m o t o n i k a y o u sp k e q k o N k e: t a i n o k o t o d e a r u
